time_utc,coin,dir_raw,direction,closedPnl,px,sz,fee,builderFee,liquidation,oid,tid,crossed,hash,startPosition
2026-07-15T02:39:27.241000+00:00,UNI,Close Short,SHORT,1.7069,3.6404,101.0,0.165456,,,496068592416,200400239247605,True,0x5752eff4d463d29f58cc043ff5200002010e00da6f66f171fb1b9b479367ac89,-101.0
2026-07-15T07:11:01.888000+00:00,UNI,Close Short,SHORT,2.091999,3.643,102.7,0.168361,,,496181208179,1125345428699498,True,0xac27f4c52e461d07ada1043ff89d6c02024000aac9493bd94ff0a017ed49f6f2,-102.7
2026-07-15T08:09:01.301000+00:00,NEAR,Close Short,SHORT,1.136576,2.0039,188.8,0.170251,,,496206102027,211631397820232,True,0x22c0cb5a937a908b243a043ff95b8202081d00402e7daf5dc68976ad527e6a75,-188.8
2026-07-15T11:06:06.975000+00:00,LIT,Close Short,SHORT,0.924084,2.5816,63.0,0.073188,,,496275551251,213199915761512,True,0x8f1ffe484dfe96cb9099043ffba129020182002de8f1b59d32e8a99b0cf270b6,-63.0
2026-07-15T11:06:06.975000+00:00,LIT,Close Short,SHORT,0.177216,2.5815,12.0,0.01394,,,496275551251,1082366761242450,True,0x8f1ffe484dfe96cb9099043ffba129020182002de8f1b59d32e8a99b0cf270b6,-75.0
2026-07-15T14:02:13.923000+00:00,XPL,Close Short,SHORT,1.811888,0.092548,1612.0,0.067134,,,496385345584,412903849706568,True,0x8dfe94cf08e134a58f78043ffde2e002053600b4a3e4537731c74021c7e50e90,-1612.0
2026-07-15T14:02:13.923000+00:00,XPL,Close Short,SHORT,2.9025,0.092547,2580.0,0.107447,,,496385345584,350429529570070,True,0x8dfe94cf08e134a58f78043ffde2e002053600b4a3e4537731c74021c7e50e90,-4192.0
2026-07-15T14:28:15.639000+00:00,AAVE,Close Short,SHORT,1.99719,97.772,3.51,0.15443,,,496409682335,491888177866840,True,0x9d0100a683878ecb9e7a043ffe391f0202f5008c1e8aad9d40c9abf9428b68b6,-3.51
2026-07-15T14:28:15.639000+00:00,AAVE,Close Short,SHORT,0.29019,97.772,0.51,0.022438,,,496409682335,202848487805254,True,0x9d0100a683878ecb9e7a043ffe391f0202f5008c1e8aad9d40c9abf9428b68b6,-4.02
2026-07-15T15:00:03.181000+00:00,CC,Close Short,SHORT,-0.00181,0.13842,905.0,0.056371,,,496436207585,1005517085172883,True,0x6558a5ab97ff780666d2043ffea19a020f2d009132f296d8092150fe56f351f1,-905.0
2026-07-15T16:43:05.223000+00:00,SPX,Close Short,SHORT,1.072032,0.37062,515.4,0.085957,,,496507624676,794655452605944,True,0x584ea5e314a7e87e59c8043ffff4690209e500c8afab0750fc175135d3abc268,-515.4
2026-07-15T18:16:50.762000+00:00,SOL,Close Long,LONG,0.9408,77.883,9.8,0.343464,,,496556177222,545257299556287,True,0xeb4841885ac7e03eecc1044001269e0202ce006df5caff108f10ecdb19cbba29,9.8
2026-07-15T18:45:10.417000+00:00,HYPE,Close Long,LONG,0.88067,68.066,5.47,0.167544,,,496568812714,336348918494793,True,0x26c428bdd34af8bb283d04400183dd02031b00a36e4e178dca8cd410924ed2a5,5.47
2026-07-15T18:47:42.572000+00:00,CASHCAT,Close Long,LONG,-24.21568,0.10134,964.0,0.043961,,"{'liquidatedUser': '0xf7351a5c63e0403f6f7fc77d31b5e17a229c469c', 'markPx': '0.10134', 'method': 'market'}",496570296848,653521150543883,True,0x50a8cc0a2282563652220440018c33010100e3efbd857508f471775ce1863020,964.0
2026-07-15T19:20:17.841000+00:00,AAVE,Close Long,LONG,-0.0552,96.668,3.45,0.150077,,,496586040263,198755246513653,True,0x91ed5299c89247229367044001f7780202f1007f639565f435b5fdec8796210d,3.45
2026-07-15T20:35:16.826000+00:00,SOL,Close Long,LONG,1.55944,77.385,8.08,0.281371,,,496617550141,10503420753175,True,0xada6d083a61ddd8aaf20044002ebe101bc00e8694110fc5c516f7bd66511b775,8.08
2026-07-15T20:36:34.326000+00:00,ZEC,Close Long,LONG,0.6705,574.25,0.45,0.116285,,,496617907589,1064156254117979,True,0x8065af7d2218bb4781df044002f05301c200c762bd1bda19242e5acfe11c9532,0.45
2026-07-15T20:36:34.326000+00:00,ZEC,Close Long,LONG,0.1272,574.35,0.08,0.020676,,,496617907589,578185797547807,True,0x8065af7d2218bb4781df044002f05301c200c762bd1bda19242e5acfe11c9532,0.53
2026-07-15T22:56:19.041000+00:00,SUI,Close Long,LONG,1.593322,0.75607,417.1,0.14191,,,496660653092,784176000012655,True,0x61299b0ac6a7175b62a3044004b9160203e400f061aa362d04f2465d85aaf146,417.1
2026-07-16T08:09:12.959000+00:00,CRV,Close Long,LONG,-2.781206,0.21376,473.8,0.045575,,,496891175933,916564043161670,True,0xcaa7408ea5758051cc2004400bcf23020258007440789f236e6febe164795a3c,473.8
2026-07-16T08:09:12.959000+00:00,CRV,Close Long,LONG,-8.291375,0.21376,1412.5,0.135871,,,496891175933,911121327080688,True,0xcaa7408ea5758051cc2004400bcf23020258007440789f236e6febe164795a3c,1886.3
2026-07-16T08:09:21.773000+00:00,AAVE,Close Long,LONG,-9.3485,94.245,3.5,0.148435,,,496891254610,821140361499934,True,0x5e6752316036dae45fe104400bcf970201a00016fb39f9b6022ffd841f3ab4cf,3.5
2026-07-16T08:09:26.651000+00:00,HYPE,Close Long,LONG,-4.86486,66.028,4.86,0.144403,,,496891306708,966112108186486,True,0xebb7230402a39dfaed3004400bcfd702221f00e99da6bccc8f7fce56c1a777e5,4.86
2026-07-16T12:37:21.733000+00:00,ZEC,Close Long,LONG,1.6562,551.07,0.49,0.12151,,,497007890636,1016950616830610,True,0xa290804dae257f82a40a04400f3f22020de0003349289e5446592ba06d29596d,0.49
2026-07-16T13:38:07.791000+00:00,ETH,Close Long,LONG,0.028008,1884.5,0.3112,0.263905,,,497044557743,309535539471353,True,0x91aa6bc298a53e449324044010062c02061600a833a85d163573171557a9182f,0.3112
2026-07-16T13:38:07.791000+00:00,ETH,Close Long,LONG,0.0019,1884.6,0.01,0.00848,,,497044557743,899584636628842,True,0x91aa6bc298a53e449324044010062c02061600a833a85d163573171557a9182f,0.3212
2026-07-16T13:38:07.791000+00:00,ETH,Close Long,LONG,0.002014,1884.6,0.0106,0.008989,,,497044557743,368646145339865,True,0x91aa6bc298a53e449324044010062c02061600a833a85d163573171557a9182f,0.3318
2026-07-16T13:38:07.791000+00:00,ETH,Close Long,LONG,0.0057,1884.6,0.03,0.025442,,,497044557743,278590161189907,True,0x91aa6bc298a53e449324044010062c02061600a833a85d163573171557a9182f,0.3618
2026-07-16T14:15:38.830000+00:00,CASHCAT,Close Short,SHORT,2.495577,0.095493,787.0,0.033818,,,497078518197,837637351528724,True,0xe46bfee77fc7868ce5e504401081bd0203c300cd1acaa55e8834aa3a3ecb6077,-787.0
2026-07-16T14:27:49.057000+00:00,BTC,Close Short,SHORT,-14.56728,64851.0,0.01624,0.473931,,"{'liquidatedUser': '0xf7351a5c63e0403f6f7fc77d31b5e17a229c469c', 'markPx': '64786.0', 'method': 'market'}",497087699733,914370759699967,True,0xfe101a7410770566ff89044010aa0b00004b3259ab7a2439a1d8c5c6cf7adf51,-0.01624
2026-07-16T14:31:50.745000+00:00,ETH,Close Short,SHORT,0.73766,1886.3,0.3353,0.284614,,,497090764097,328327678314243,True,0x383779e28d5304b839b1044010b7420208ab00c82856238adc0025354c56dea2,-0.3354
2026-07-16T14:32:05.249000+00:00,HYPE,Close Long,LONG,1.06172,66.027,4.18,0.124196,,,497090946160,1014968886960035,True,0xfd7aa10d9565d131fef4044010b81002034e00f33068f004a1434c605469ab1c,4.18
2026-07-16T14:57:33.461000+00:00,ETH,Close Short,SHORT,0.00079,1880.6,0.0001,0.000084,,,497108455015,77782044559167,True,0xa5de0f1d6f5e2260a7570440110bbd02062400030a51413249a6ba702e51fc4b,-0.0001
2026-07-17T00:31:33.035000+00:00,BTC,Close Long,LONG,-11.27208,63697.0,0.01402,0.401864,,"{'liquidatedUser': '0xf7351a5c63e0403f6f7fc77d31b5e17a229c469c', 'markPx': '63703.0', 'method': 'market'}",497393977945,809703922091053,True,0x182915876afd349019a20440186f180203e7006d05f05362bbf1c0da29f10e7a,0.01402
2026-07-17T00:36:27.836000+00:00,ETH,Close Long,LONG,-11.7869,1852.8,0.311,0.259299,,"{'liquidatedUser': '0xf7351a5c63e0403f6f7fc77d31b5e17a229c469c', 'markPx': '1853.0', 'method': 'market'}",497396500488,564548006729118,True,0xe706ffbc58a80304e8800440187f4a00004217a1f3ab21d68acfab0f17abdcef,0.311
2026-07-17T01:25:01.475000+00:00,ETH,Close Short,SHORT,0.55616,1862.0,0.1738,0.145627,,,497421965729,978643643243962,True,0x324e73f3f69230bd33c80440191fa902021c00d991954f8fd6171f46b5960aa7,-0.1738
2026-07-17T02:08:08.211000+00:00,BTC,Close Short,SHORT,2.16186,63569.0,0.00822,0.235141,,,497445337438,726634469208380,True,0xdc48bbc7728a6e0cddc2044019ae1702048d00ad0d8d8cde8011671a318e47f7,-0.00822
2026-07-17T02:46:31.006000+00:00,ETH,Close Short,SHORT,0.3759,1845.8,0.179,0.148679,,,497464589645,840844450901023,True,0x30529ac899e4c34c31cc04401a2c9e02039000ae34e7e21ed41b461b58e89d36,-0.179
2026-07-17T05:29:56.504000+00:00,SOL,Close Short,SHORT,0.46252,74.804,3.73,0.125558,,,497534818921,963310413852765,True,0x30d499ade7f5c3d8324e04401c43710202ba009382f8e2aad49d4500a6f99dc2,-3.73
2026-07-17T05:38:56.592000+00:00,BTC,Close Short,SHORT,1.72156,63208.0,0.00892,0.253716,,,497539893972,1007875256268720,True,0x1e6755976a8b80d61fe104401c618e02067a007d058e9fa8c23000ea298f5ac0,-0.00892
2026-07-17T07:25:22.495000+00:00,BTC,Close Short,SHORT,0.04914,62875.0,0.00117,0.033103,,,497590302210,807207441770781,True,0x6024251090a43cb3619d04401dbe350201a900f62ba75b8503ecd0634fa8169e,-0.00117
2026-07-17T07:25:22.495000+00:00,BTC,Close Short,SHORT,0.32634,62875.0,0.00777,0.219842,,,497590302210,899452704640840,True,0x6024251090a43cb3619d04401dbe350201a900f62ba75b8503ecd0634fa8169e,-0.00894
2026-07-17T08:23:24.405000+00:00,BTC,Close Short,SHORT,0.18837,62852.0,0.00897,0.253702,,,497617413862,779909738035842,True,0xce51fe51ef47af1bcfcb04401e7da90204df00378a4acded721aa9a4ae4b8906,-0.00897
2026-07-17T08:41:07.376000+00:00,ETH,Close Short,SHORT,0.6948,1823.3,0.193,0.158353,,,497625823919,1109594293842081,True,0xb312579da944cac1b48c04401eb7dd02037b00834447e99356db02f06848a4ac,-0.193
2026-07-17T13:03:01.943000+00:00,XRP,Close Long,LONG,-9.9603,1.076,357.0,0.172859,,"{'liquidatedUser': '0xf7351a5c63e0403f6f7fc77d31b5e17a229c469c', 'markPx': '1.076', 'method': 'market'}",497742761578,1068078709838249,True,0xca7ee845f2719dbecbf804402212ab0000ba002b8d74bc906e479398b17577a9,357.0
2026-07-17T13:03:42.853000+00:00,ETH,Close Short,SHORT,0.89955,1826.3,0.1999,0.164284,,,497743074787,922182809541928,True,0x7c7770536f67229b7df104402214e202025400390a6a416d20401ba62e6afc86,-0.1999
2026-07-17T13:24:23.363000+00:00,BTC,Close Short,SHORT,0.65462,62901.0,0.00922,0.260976,,,497755185252,455690296424627,True,0x85e610a6c1a2fa02875f044022589102026d008c5ca618d429aebbf980a6d3ed,-0.00922
2026-07-17T14:01:06.780000+00:00,BTC,Close Short,SHORT,-4.33816,63354.0,0.00844,0.240618,,,497793982218,472561614477575,True,0xd8f46d9351278abeda6e044022d0dc02096e0078ec2aa9907cbd18e6102b64a9,-0.00844
2026-07-17T17:09:43.176000+00:00,ETH,Close Short,SHORT,-6.51124,1850.0,0.1829,0.152264,,"{'liquidatedUser': '0xf7351a5c63e0403f6f7fc77d31b5e17a229c469c', 'markPx': '1849.9', 'method': 'market'}",497938876213,341727181151507,True,0x3df114d6f05935c73f6a0440253c3502045c00bc8b5c5499e1b9c029af5d0fb1,-0.1829
